timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684761469859,40,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,40,0,0
1684761469860,39,GET specific Activity,200,OK,Stress test 1-3,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,39,0,0
1684761469860,39,GET specific Activity,200,OK,Stress test 1-1,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/14,39,0,0
1684761469899,42,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,42,0,0
1684761469899,42,POST Activity,200,OK,Stress test 1-3,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,42,0,0
1684761469900,41,GET specific Activity,200,OK,Stress test 1-2,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,41,0,0
1684761470091,60,PUT specific Activity,200,OK,Stress test 1-3,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,60,0,0
1684761470091,73,POST Activity,200,OK,Stress test 1-2,text,true,,331,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,73,0,0
1684761470091,110,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/14,110,0,0
1684761470151,50,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,50,0,0
1684761470201,43,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/14,43,0,0
1684761470201,49,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,49,0,0
1684761470165,116,PUT specific Activity,200,OK,Stress test 1-2,text,true,,331,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,116,0,0
1684761470245,38,GET specific Activity,200,OK,Stress test 1-1,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,38,0,0
1684761470250,71,POST Activity,200,OK,Stress test 1-3,text,true,,334,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,71,0,0
1684761470283,58,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,58,0,0
1684761470281,78,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,78,0,0
1684761470321,41,PUT specific Activity,200,OK,Stress test 1-3,text,true,,334,306,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,41,0,0
1684761470341,81,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,81,0,0
1684761470359,82,GET specific Activity,200,OK,Stress test 1-2,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,82,0,0
1684761470362,88,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,88,0,0
1684761470550,70,POST Activity,200,OK,Stress test 1-2,text,true,,342,312,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,70,0,0
1684761470550,70,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,70,0,0
1684761470551,88,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/17,88,0,0
1684761470620,39,GET specific Activity,200,OK,Stress test 1-1,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,39,0,0
1684761470620,39,PUT specific Activity,200,OK,Stress test 1-2,text,true,,342,314,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,39,0,0
1684761470639,45,POST Activity,200,OK,Stress test 1-3,text,true,,331,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,45,0,0
1684761470659,40,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,40,0,0
1684761470659,40,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,40,0,0
1684761470700,39,GET specific Activity,200,OK,Stress test 1-2,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,39,0,0
1684761470684,55,PUT specific Activity,200,OK,Stress test 1-3,text,true,,331,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/17,55,0,0
1684761470699,62,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,62,0,0
1684761470739,40,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/17,40,0,0
1684761470739,45,POST Activity,200,OK,Stress test 1-2,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,45,0,0
1684761470761,44,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,44,0,0
1684761470780,38,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/17,38,0,0
1684761470784,47,PUT specific Activity,200,OK,Stress test 1-2,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,47,0,0
1684761470806,38,GET specific Activity,200,OK,Stress test 1-1,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/25,38,0,0
1684761470818,41,POST Activity,200,OK,Stress test 1-3,text,true,,332,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,41,0,0
1684761470831,41,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,41,0,0
1684761470844,59,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,59,0,0
1684761470859,44,PUT specific Activity,200,OK,Stress test 1-3,text,true,,332,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/17,44,0,0
1684761470872,45,GET specific Activity,200,OK,Stress test 1-2,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,45,0,0
1684761470917,44,POST Activity,200,OK,Stress test 1-2,text,true,,334,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,44,0,0
1684761470903,58,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/25,58,0,0
1684761470903,68,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/17,68,0,0
1684761471079,42,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/25,42,0,0
1684761471079,43,PUT specific Activity,200,OK,Stress test 1-2,text,true,,334,306,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,43,0,0
1684761471080,44,GET specific Activity,200,OK,Stress test 1-3,text,true,,351,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/2,44,0,0
1684761471121,40,GET specific Activity,200,OK,Stress test 1-1,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,40,0,0
1684761471122,40,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,40,0,0
1684761471125,39,POST Activity,200,OK,Stress test 1-3,text,true,,340,310,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,39,0,0
1684761471161,40,POST Activity,200,OK,Stress test 1-1,text,true,,332,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,40,0,0
1684761471164,43,PUT specific Activity,200,OK,Stress test 1-3,text,true,,340,311,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/2,43,0,0
1684761471163,45,GET specific Activity,200,OK,Stress test 1-2,text,true,,351,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/6,45,0,0
1684761471201,60,PUT specific Activity,200,OK,Stress test 1-1,text,true,,332,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,60,0,0
1684761471207,74,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/2,74,0,0
1684761471208,73,POST Activity,200,OK,Stress test 1-2,text,true,,331,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,73,0,0
1684761471261,56,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,56,0,0
1684761471281,43,PUT specific Activity,200,OK,Stress test 1-2,text,true,,331,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/6,43,0,0
1684761471281,46,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/13,46,0,0
1684761471319,42,GET specific Activity,200,OK,Stress test 1-1,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,42,0,0
1684761471325,46,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/6,46,0,0
1684761471327,44,POST Activity,200,OK,Stress test 1-3,text,true,,334,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,44,0,0
1684761471361,60,POST Activity,200,OK,Stress test 1-1,text,true,,331,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,60,0,0
1684761471371,50,GET specific Activity,200,OK,Stress test 1-2,text,true,,351,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/2,50,0,0
1684761471371,56,PUT specific Activity,200,OK,Stress test 1-3,text,true,,334,306,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/13,56,0,0
1684761471421,48,POST Activity,200,OK,Stress test 1-2,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,48,0,0
1684761471421,48,PUT specific Activity,200,OK,Stress test 1-1,text,true,,331,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,48,0,0
1684761471591,43,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,43,0,0
1684761471591,43,PUT specific Activity,200,OK,Stress test 1-2,text,true,,333,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/2,43,0,0
1684761471591,43,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/13,43,0,0
1684761471634,38,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/2,38,0,0
1684761471635,37,GET specific Activity,200,OK,Stress test 1-3,text,true,,352,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/7,37,0,0
1684761471635,41,GET specific Activity,200,OK,Stress test 1-1,text,true,,351,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/4,41,0,0
1684761471673,41,POST Activity,200,OK,Stress test 1-3,text,true,,340,310,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,41,0,0
1684761471673,41,GET specific Activity,200,OK,Stress test 1-2,text,true,,351,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/6,41,0,0
1684761471676,39,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,39,0,0
1684761471714,44,POST Activity,200,OK,Stress test 1-2,text,true,,330,300,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,44,0,0
1684761471714,44,PUT specific Activity,200,OK,Stress test 1-3,text,true,,340,311,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/7,44,0,0
1684761471715,43,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/4,43,0,0
1684761471758,38,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/7,38,0,0
1684761471758,39,PUT specific Activity,200,OK,Stress test 1-2,text,true,,330,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/6,39,0,0
1684761471758,52,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/4,52,0,0
1684761471797,44,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/6,44,0,0
1684761471797,44,GET specific Activity,200,OK,Stress test 1-3,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/18,44,0,0
1684761471811,50,GET specific Activity,200,OK,Stress test 1-1,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/29,50,0,0
1684761471841,39,POST Activity,200,OK,Stress test 1-3,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,39,0,0
1684761471842,40,GET specific Activity,200,OK,Stress test 1-2,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,40,0,0
1684761471861,41,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,41,0,0
1684761471880,40,PUT specific Activity,200,OK,Stress test 1-3,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/18,40,0,0
1684761471882,44,POST Activity,200,OK,Stress test 1-2,text,true,,332,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,44,0,0
1684761471902,45,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/29,45,0,0
1684761471921,41,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/18,41,0,0
1684761471926,56,PUT specific Activity,200,OK,Stress test 1-2,text,true,,332,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,56,0,0
1684761472288,41,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/29,41,0,0
1684761472289,40,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/19,40,0,0
1684761472288,41,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,41,0,0
1684761472329,43,POST Activity,200,OK,Stress test 1-3,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,43,0,0
1684761472329,43,GET specific Activity,200,OK,Stress test 1-1,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/28,43,0,0
1684761472331,42,GET specific Activity,200,OK,Stress test 1-2,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,42,0,0
1684761472373,40,POST Activity,200,OK,Stress test 1-2,text,true,,341,311,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,40,0,0
1684761472372,41,POST Activity,200,OK,Stress test 1-1,text,true,,334,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,41,0,0
1684761472372,41,PUT specific Activity,200,OK,Stress test 1-3,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/19,41,0,0
1684761472413,45,PUT specific Activity,200,OK,Stress test 1-2,text,true,,341,313,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,45,0,0
1684761472413,45,PUT specific Activity,200,OK,Stress test 1-1,text,true,,334,306,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/28,45,0,0
1684761472413,46,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/19,46,0,0
1684761472908,61,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/28,61,0,0
1684761472908,70,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,70,0,0
1684761472908,85,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,85,0,0
1684761473178,50,POST Activity,200,OK,Stress test 1-3,text,true,,332,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,50,0,0
1684761473179,49,GET specific Activity,200,OK,Stress test 1-2,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/12,49,0,0
1684761473179,49,GET specific Activity,200,OK,Stress test 1-1,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,49,0,0
1684761473228,45,PUT specific Activity,200,OK,Stress test 1-3,text,true,,332,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,45,0,0
1684761473228,45,POST Activity,200,OK,Stress test 1-2,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,45,0,0
1684761473229,45,POST Activity,200,OK,Stress test 1-1,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,44,0,0
1684761473274,64,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/27,64,0,0
1684761473274,68,PUT specific Activity,200,OK,Stress test 1-1,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,68,0,0
1684761473274,77,PUT specific Activity,200,OK,Stress test 1-2,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/12,77,0,0
1684761473340,52,GET specific Activity,200,OK,Stress test 1-3,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,52,0,0
1684761473343,49,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,49,0,0
1684761473351,41,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/12,41,0,0
1684761473392,41,GET specific Activity,200,OK,Stress test 1-1,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/14,41,0,0
1684761473393,41,GET specific Activity,200,OK,Stress test 1-2,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/22,41,0,0
1684761473392,59,POST Activity,200,OK,Stress test 1-3,text,true,,331,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,59,0,0
1684761473433,39,POST Activity,200,OK,Stress test 1-1,text,true,,334,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,39,0,0
1684761473451,49,PUT specific Activity,200,OK,Stress test 1-3,text,true,,331,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,49,0,0
1684761473434,66,POST Activity,200,OK,Stress test 1-2,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,66,0,0
1684761473592,46,PUT specific Activity,200,OK,Stress test 1-1,text,true,,334,306,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/14,46,0,0
1684761473592,62,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/20,62,0,0
1684761473592,77,PUT specific Activity,200,OK,Stress test 1-2,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/22,77,0,0
1684761473638,42,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/14,42,0,0
1684761473654,46,GET specific Activity,200,OK,Stress test 1-3,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,46,0,0
1684761473669,39,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/22,39,0,0
1684761473681,42,GET specific Activity,200,OK,Stress test 1-1,text,true,,352,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/1,42,0,0
1684761473700,43,POST Activity,200,OK,Stress test 1-3,text,true,,342,312,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,43,0,0
1684761473708,39,GET specific Activity,200,OK,Stress test 1-2,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/30,39,0,0
1684761473724,45,POST Activity,200,OK,Stress test 1-1,text,true,,330,300,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,45,0,0
1684761473743,39,PUT specific Activity,200,OK,Stress test 1-3,text,true,,342,314,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,39,0,0
1684761473747,46,POST Activity,200,OK,Stress test 1-2,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,46,0,0
1684761473769,44,PUT specific Activity,200,OK,Stress test 1-1,text,true,,330,301,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/1,44,0,0
1684761473782,40,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/26,40,0,0
1684761473793,46,PUT specific Activity,200,OK,Stress test 1-2,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/30,46,0,0
1684761473813,39,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/1,39,0,0
1684761473823,46,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/11,46,0,0
1684761473839,40,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/30,40,0,0
1684761473853,47,GET specific Activity,200,OK,Stress test 1-1,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,47,0,0
1684761473869,43,POST Activity,200,OK,Stress test 1-3,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,43,0,0
1684761473880,51,GET specific Activity,200,OK,Stress test 1-2,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,51,0,0
1684761473900,39,POST Activity,200,OK,Stress test 1-1,text,true,,332,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,39,0,0
1684761473913,46,PUT specific Activity,200,OK,Stress test 1-3,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/11,46,0,0
1684761473931,46,POST Activity,200,OK,Stress test 1-2,text,true,,333,303,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,46,0,0
1684761473939,50,PUT specific Activity,200,OK,Stress test 1-1,text,true,,332,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,50,0,0
1684761474093,42,PUT specific Activity,200,OK,Stress test 1-2,text,true,,333,305,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,42,0,0
1684761474093,42,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,42,0,0
1684761474093,42,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/11,42,0,0
1684761474136,37,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/16,37,0,0
1684761474137,38,GET specific Activity,200,OK,Stress test 1-1,text,true,,351,226,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/8,38,0,0
1684761474137,38,GET specific Activity,200,OK,Stress test 1-3,text,true,,353,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/10,38,0,0
1684761474173,59,GET specific Activity,200,OK,Stress test 1-2,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/15,59,0,0
1684761474175,68,POST Activity,200,OK,Stress test 1-3,text,true,,334,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,68,0,0
1684761474175,84,POST Activity,200,OK,Stress test 1-1,text,true,,340,310,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,84,0,0
1684761474232,51,POST Activity,200,OK,Stress test 1-2,text,true,,332,302,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities,51,0,0
1684761474243,55,PUT specific Activity,200,OK,Stress test 1-3,text,true,,334,306,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/10,55,0,0
1684761474260,48,PUT specific Activity,200,OK,Stress test 1-1,text,true,,340,311,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/8,48,0,0
1684761474283,38,PUT specific Activity,200,OK,Stress test 1-2,text,true,,332,304,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/15,38,0,0
1684761474298,39,DELETE specific Activity,200,OK,Stress test 1-3,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/10,39,0,0
1684761474308,41,DELETE specific Activity,200,OK,Stress test 1-1,,true,,211,248,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/8,41,0,0
1684761474322,48,DELETE specific Activity,200,OK,Stress test 1-2,,true,,211,249,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/15,48,0,0
1684761474338,37,GET specific Activity,200,OK,Stress test 1-3,text,true,,354,227,3,3,https://udacitydevops3-appservice-app.azurewebsites.net/api/Activities/23,37,0,0
